
Subject,Module,Subtopic,DotPoint,Stage,SourceURL,SourceVersionDate,Topic
Mathematics Advanced,Calculus,Integral Calculus,,,Maths Advanced Syllabus.pdf,2019,Calculus
Mathematics Advanced,Calculus,Integral Calculus,,,Maths Advanced Syllabus.pdf,2019,Calculus
Mathematics Advanced,Calculus,Integral Calculus,,,Maths Advanced Syllabus.pdf,2019,Calculus
Mathematics Advanced,Calculus,Integral Calculus,,,Maths Advanced Syllabus.pdf,2019,Calculus
Mathematics Advanced,Calculus,Integral Calculus,use symmetry properties of even and odd functions to simplify calculations of area,,Maths Advanced Syllabus.pdf,2019,Calculus
Mathematics Advanced,Calculus,Integral Calculus,recognise and use the additivity and linearity of definite integrals (ACMMM128),,Maths Advanced Syllabus.pdf,2019,Calculus
Mathematics Advanced,Calculus,Integral Calculus,calculate total change by integrating instantaneous rate of change,,Maths Advanced Syllabus.pdf,2019,Calculus
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,"identify an annuity (present or future value) as an investment account with regular, equal",,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,use technology to model an annuity as a recurrence relation and investigate (numerically or,,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,"use a table of interest factors to perform annuity calculations, eg calculating the present or",,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,,,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,,,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,calculate the effective annual rate of interest and use results to compare investment returns,,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,"solve problems involving compound interest loans or investments, eg determining the future",,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,"recognise a reducing balance loan as a compound interest loan with periodic repayments,",,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,calculate the future value or present value of an annuity by developing an expression for the,,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Financial Mathematics,Modelling Financial Situations,verify entries in tables of future values or annuities by using geometric series,,Maths Advanced Syllabus.pdf,2019,Financial Mathematics
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,compare the suitability of different methods of data presentation in real-world contexts,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,investigate real-world examples from the media illustrating appropriate and inappropriate uses,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,"use different approaches for identifying outliers, for example consideration of the distance",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,"investigate and recognise the effect of outliers on the mean, median and standard deviation",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,"describe bivariate datasets in terms of form (linear/non-linear) and in the case of linear, also",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,identify the dependent and independent variables within bivariate datasets where appropriate,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,describe and interpret a variety of bivariate datasets involving two numerical variables using,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,"fit a line of best fit to the data by eye and using technology (ACMEM141, ACMEM142)",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,fit a least-squares regression line to the data using technology (ACMGM057),,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,interpret the intercept and gradient of the fitted line (ACMGM059),,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,"distinguish between interpolation and extrapolation, recognising the limitations of using the",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Descriptive Statistics and Bivariate Data Analysis,,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,know the two properties of a probability density function: 𝑓(𝑥) ≥ 0 for all real 𝑥 and,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,explore properties of a continuous random variable that is uniformly distributed,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,find the mode from a given probability density function,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,understand the meaning of a cumulative distribution function with respect to a given,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,use a cumulative distribution function to calculate the median and other percentiles,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,"identify contexts that are suitable for modelling by normal random variables, eg the height of a",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,recognise features of the graph of the probability density function of the normal distribution,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,"visually represent probabilities by shading areas under the normal curve, eg identifying the",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,use the formula 𝑧 =,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,apply the empirical rule to a variety of problems,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,"verify, using the Trapezoidal rule, the results concerning the areas under the normal curve",,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,use statistical tables to determine probabilities,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Advanced,Statistical Analysis,Random Variables,use technology to determine probabilities,,Maths Advanced Syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,,,"application of knowledge, understanding, skills, values and attitudes in the fields of study they",Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,,,"capacity to manage their own learning and to become flexible, independent thinkers, problemsolvers and decision-makers",Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,,,capacity to work collaboratively with others,Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,,,respect for the cultural diversity of Australian society,Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,,,desire to continue learning in formal or informal settings after school,Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,,,"further academic study, vocational training and employment",Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,,,"changing workplaces, including an increasingly STEM-focused (Science, Technology,",Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,,,full and active participation as global citizens,Year 12,Maths Ext. 1 syllabus.pdf,2019,
Mathematics Extension 1,Functions,,understand why the graph of the inverse relation is obtained by reflecting the graph of the,Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"using the fact that this reflection exchanges horizontal and vertical lines, recognise that the",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"understand that linear and quadratic functions, and circles can be expressed in either",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"convert linear and quadratic functions, and circles from parametric form to Cartesian form and",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"sketch linear and quadratic functions, and circles expressed in parametric form",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"understand and use terminology relating to polynomials including degree, leading term,",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,review the process of division with remainders for integers,Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"describe the process of division using the terms: dividend, divisor, quotient, remainder",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"consider quadratic, cubic and quartic equations, and derive formulae as appropriate for the",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,"prove that if a polynomial equation of the form 𝑃(𝑥) = 0 has a root of multiplicity 𝑟 > 1, then",Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Functions,,examine the sign change of the function and shape of the graph either side of roots of varying,Year 11,Maths Ext. 1 syllabus.pdf,2019,Functions
Mathematics Extension 1,Trigonometric Functions,,understand and use the notation arcsin 𝑥 and sin−1 𝑥 for the inverse function of sin 𝑥 when,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,sin (𝐴 ± 𝐵) = sin 𝐴 cos 𝐵 ± cos 𝐴 sin 𝐵,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,cos (𝐴 ± 𝐵) = cos 𝐴 cos 𝐵 ∓ sin 𝐴 sin 𝐵,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,sin 2𝐴 = 2 sin 𝐴 cos 𝐴,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,cos 2𝐴 = cos 2 𝐴 − sin2 𝐴,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,cos 𝐴 cos 𝐵 = 12[cos(𝐴 − 𝐵) + cos(𝐴 + 𝐵)],Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,sin 𝐴 sin 𝐵 = 12[cos(𝐴 − 𝐵) − cos(𝐴 + 𝐵)],Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,sin 𝐴 cos 𝐵 = 12[sin(𝐴 + 𝐵) + sin(𝐴 − 𝐵)],Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Trigonometric Functions,,cos 𝐴 sin 𝐵 = 12[sin(𝐴 + 𝐵) − sin(𝐴 − 𝐵)],Year 11,Maths Ext. 1 syllabus.pdf,2019,Trigonometric Functions
Mathematics Extension 1,Calculus,,investigate examples where the rate of change of some aspect of a given object with respect,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,"use appropriate language to describe rates of change, for example ‘at rest’, ‘initially’, ‘change",Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,sketch the curve 𝑁(𝑡) = 𝑃 + 𝐴𝑒 𝑘𝑡 for positive and negative values of 𝑘,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,"note that whenever 𝑘 < 0, the quantity 𝑁 tends to the limit 𝑃 as 𝑡 → ∞, irrespective of the",Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,recognise that this model states that the rate of change of a quantity varies directly with the,Year 11,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Combinatorics,,solve problems involving cases where some items are not distinct (excluding arrangements in,Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,"understand that if there are 𝑛 pigeonholes and 𝑛 + 1 pigeons to go into them, then at least",Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,"generalise to: If 𝑛 pigeons are sitting in 𝑘 pigeonholes, where 𝑛 > 𝑘, then there is at least one",Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,prove the pigeonhole principle,Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,,Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,understand and use the notations ( ) and 𝑛 𝐶𝑟 and the formula 𝑛 𝐶𝑟 =,Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,note the pattern formed by the coefficients of 𝑥 in the expansion of (1 + 𝑥)𝑛 and recognise,Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,recognise the numbers ( ) (also denoted 𝑛 𝐶𝑟 ) as binomial coefficients (ACMMM047),Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Combinatorics,,"establish combinatorial proofs of the Pascal’s triangle relations 𝑛 𝐶0 = 1, 𝑛 𝐶𝑛 = 1;",Year 11,Maths Ext. 1 syllabus.pdf,2019,Combinatorics
Mathematics Extension 1,Proof,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Proof
Mathematics Extension 1,Proof,,"prove divisibility results, for example 32𝑛 − 1 is divisible by 8 for any positive integer 𝑛",Year 12,Maths Ext. 1 syllabus.pdf,2019,Proof
Mathematics Extension 1,Vectors,,explain the distinction between a position vector and a displacement (relative) vector,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,"use standard notations for vectors, for example: a~ , ⃗⃗⃗⃗⃗",Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,graphically represent a scalar multiple of a vector (ACMSM012),Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,use the triangle law and the parallelogram law to find the sum and difference of two vectors,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,define and use addition and subtraction of vectors in component form (ACMSM017),Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,define and use multiplication by a scalar of a vector in component form (ACMSM018),Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,"apply the scalar product, u",Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,the diagonals of a parallelogram meet at right angles if and only if it is a rhombus,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,the midpoints of the sides of a quadrilateral join to form a parallelogram (ACMSM040),Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,the sum of the squares of the lengths of the diagonals of a parallelogram is equal to the sum,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,the projectile is a point,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,the force due to air resistance is negligible,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,"the only force acting on the projectile is the constant force due to gravity, assuming that the",Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,represent the motion of a projectile using vectors,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,recognise that the horizontal and vertical components of the motion of a projectile can be,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,derive the horizontal and vertical equations of motion of a projectile,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Vectors,,understand and explain the limitations of this projectile model,Year 12,Maths Ext. 1 syllabus.pdf,2019,Vectors
Mathematics Extension 1,Calculus,,change an integrand into an appropriate form using algebra,Year 12,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,form a direction field (slope field) from simple first-order differential equations,Year 12,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,recognise the shape of a direction field from several alternatives given the form of a,Year 12,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,sketch several possible solution curves on a given direction field,Year 12,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Calculus,,,Year 12,Maths Ext. 1 syllabus.pdf,2019,Calculus
Mathematics Extension 1,Statistical Analysis,,identify contexts suitable for modelling by Bernoulli random variables (ACMMM144),Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,"understand and apply the formulae for the mean, 𝐸(𝑋) = 𝑥̅ = 𝑝, and variance,",Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,calculate the expected frequencies of the various possible outcomes from a series of,Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,identify contexts suitable for modelling by binomial random variables (ACMMM148),Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,identify the binomial parameter 𝑝 as the probability of success,Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,"understand and use the notation 𝑋~Bin(𝑛, 𝑝) to indicate that the random variable 𝑋 is",Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,apply the formulae for probabilities 𝑃(𝑋 = 𝑟) = 𝑛 𝐶𝑟 𝑝𝑟 (1 − 𝑝)𝑛−𝑟 associated with the binomial,Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,"understand and apply the formulae for the mean, 𝐸(𝑋) = 𝑥̅ = 𝑛𝑝, and the variance,",Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,understand the concept of the sample proportion 𝑝̂ as a random variable whose value varies,Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 1,Statistical Analysis,,examine the approximate normality of the distribution of 𝑝̂ for large samples (ACMMM175),Year 12,Maths Ext. 1 syllabus.pdf,2019,Statistical Analysis
Mathematics Extension 2,,,"application of knowledge, understanding, skills, values and attitudes in the fields of study they",Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,,,"capacity to manage their own learning and to become flexible, independent thinkers, problemsolvers and decision-makers",Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,,,capacity to work collaboratively with others,Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,,,respect for the cultural diversity of Australian society,Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,,,desire to continue learning in formal or informal settings after school,Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,,,"further academic study, vocational training and employment",Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,,,"changing workplaces, including an increasingly STEM-focused (Science, Technology,",Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,,,full and active participation as global citizens,Year 12,Maths Ext. 2 syllabus.pdf,2019,
Mathematics Extension 2,Proof,,"use the symbols for implication (⇒), equivalence (⇔) and equality (=) , demonstrating a",Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,"use the phrases ‘for all’ (∀), ‘if and only if’ (iff) and ‘there exists’ (∃) (ACMSM027)",Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,understand that a statement is equivalent to its contrapositive but that the converse of a true,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,prove inequalities by using the definition of 𝑎 > 𝑏 for real 𝑎 and 𝑏,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,prove inequalities by using the property that squares of real numbers are non-negative,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,prove and use the triangle inequality |𝑥| + |𝑦| ≥ |𝑥 + 𝑦| and interpret the inequality,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,establish and use the relationship between the arithmetic mean and geometric mean for two,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,"prove inequality results, eg 2𝑛 > 𝑛2 , for positive integers 𝑛 > 4",Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,"prove divisibility results, eg 32𝑛+4 − 22𝑛 is divisible by 5 for any positive integer 𝑛",Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Proof,,,Year 12,Maths Ext. 2 syllabus.pdf,2019,Proof
Mathematics Extension 2,Vectors,,"define the standard unit vectors ~i , j and k~",Year 12,Maths Ext. 2 syllabus.pdf,2019,Vectors
Mathematics Extension 2,Vectors,,,Year 12,Maths Ext. 2 syllabus.pdf,2019,Vectors
Mathematics Extension 2,Vectors,,establish that the magnitude of a vector in three dimensions can be found using:,Year 12,Maths Ext. 2 syllabus.pdf,2019,Vectors
Mathematics Extension 2,Vectors,,,Year 12,Maths Ext. 2 syllabus.pdf,2019,Vectors
Mathematics Extension 2,Vectors,,,Year 12,Maths Ext. 2 syllabus.pdf,2019,Vectors
Mathematics Extension 2,Vectors,,,Year 12,Maths Ext. 2 syllabus.pdf,2019,Vectors
Mathematics Extension 2,Complex Numbers,,"develop an understanding of the classification of numbers and their associated properties,",Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,"define the number, 𝑖, as a root of the equation 𝑥 2 = −1 (ACMSM067)",Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,use the symbol 𝑖 to solve quadratic equations that do not have real roots,Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,"use complex numbers in the form 𝑧 = 𝑎 + 𝑖𝑏, where 𝑎 and 𝑏 are real numbers and 𝑎 is the",Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,identify the condition for 𝑧1 = 𝑎 + 𝑖𝑏 and 𝑧2 = 𝑐 + 𝑖𝑑 to be equal,Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,"define and perform complex number addition, subtraction and multiplication (ACMSM070)",Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,"define, find and use complex conjugates, and denote the complex conjugate of 𝑧 as 𝑧̅",Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,divide one complex number by another complex number and give the result in the form,Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,find the reciprocal and two square roots of complex numbers in the form 𝑧 = 𝑎 + 𝑖𝑏,Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,use the fact that there exists a one-to-one correspondence between the complex number 𝑧 =,Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
Mathematics Extension 2,Complex Numbers,,plot the point corresponding to 𝑧 = 𝑎 + 𝑖𝑏,Year 12,Maths Ext. 2 syllabus.pdf,2019,Complex Numbers
